id,nb_guests,DAY,created_at,status,restaurant_id
7994362,2,2019-04-28,2019-04-27T14:52:46,confirmed,341886
8772032,4,2019-06-06,2019-06-03T18:32:55,confirmed,341886
9347540,2,2019-07-03,2019-07-02T13:30:17,confirmed,341886
10459061,4,2019-08-29,2019-08-28T14:07:10,confirmed,341886
10498465,4,2019-08-31,2019-08-30T10:15:37,confirmed,341886
10517252,6,2019-08-31,2019-08-31T09:02:30,confirmed,341886
6027898,3,2019-01-05,2019-01-04T11:48:26,confirmed,341886
6071213,3,2019-01-08,2019-01-08T10:16:15,confirmed,341886
6825065,2,2019-02-24,2019-02-24T10:39:37,confirmed,341886
7561058,3,2019-04-06,2019-04-05T14:18:57,confirmed,341886
9327140,4,2019-07-02,2019-07-01T15:34:34,confirmed,341886
6709487,2,2019-02-17,2019-02-17T09:50:43,confirmed,341886
7213781,3,2019-03-17,2019-03-16T18:07:31,confirmed,341886
7042373,7,2019-03-24,2019-03-08T17:39:06,confirmed,341886
10361491,6,2019-08-26,2019-08-23T10:10:22,confirmed,341886
9305148,2,2019-06-30,2019-06-30T09:10:40,confirmed,341886
6349615,2,2019-01-27,2019-01-27T11:04:12,confirmed,341886
6443857,5,2019-02-03,2019-02-02T13:19:45,confirmed,341886
7071900,5,2019-03-11,2019-03-10T16:12:32,confirmed,341886
6000993,5,2019-01-02,2019-01-02T14:42:16,confirmed,341886
5868726,10,2019-01-16,2018-12-19T16:37:50,confirmed,341886
5868736,35,2019-01-23,2018-12-19T16:38:16,confirmed,341886
5868745,26,2019-01-30,2018-12-19T16:38:40,confirmed,341886
6406932,3,2019-01-31,2019-01-31T11:37:15,confirmed,341886
5868768,31,2019-02-13,2018-12-19T16:39:48,confirmed,341886
6713744,2,2019-02-17,2019-02-17T16:58:23,confirmed,341886
5868775,35,2019-02-20,2018-12-19T16:40:24,confirmed,341886
6852189,2,2019-02-26,2019-02-26T11:11:56,confirmed,341886
5868781,34,2019-02-27,2018-12-19T16:40:57,confirmed,341886
6901825,5,2019-03-07,2019-02-28T21:54:07,confirmed,341886
7077780,2,2019-03-11,2019-03-11T09:49:25,confirmed,341886
7782707,10,2019-04-17,2019-04-17T13:07:06,confirmed,341886
8889864,3,2019-06-09,2019-06-09T13:35:50,confirmed,341886
5998439,2,2019-01-02,2019-01-02T11:39:08,confirmed,341886
9475872,8,2019-07-11,2019-07-08T15:02:59,confirmed,341886
5974345,25,2019-01-02,2018-12-29T19:33:34,confirmed,341886
6133793,15,2019-01-14,2019-01-12T13:26:57,confirmed,341886
6173394,3,2019-01-16,2019-01-15T17:28:07,confirmed,341886
6220647,10,2019-01-21,2019-01-18T14:45:20,confirmed,341886
6406284,21,2019-01-31,2019-01-31T11:19:25,confirmed,341886
6590671,7,2019-02-11,2019-02-11T13:22:13,confirmed,341886
6628723,18,2019-02-13,2019-02-13T10:25:43,confirmed,341886
6710740,16,2019-02-17,2019-02-17T11:12:31,confirmed,341886
6727016,3,2019-02-18,2019-02-18T16:42:46,confirmed,341886
6958241,4,2019-03-04,2019-03-04T10:59:13,confirmed,341886
7003748,20,2019-03-07,2019-03-06T18:17:23,confirmed,341886
7212008,6,2019-03-19,2019-03-16T17:18:58,confirmed,341886
7933094,2,2019-04-24,2019-04-24T13:51:22,confirmed,341886
9171748,24,2019-06-23,2019-06-23T13:40:46,confirmed,341886
9310185,2,2019-06-30,2019-06-30T15:51:45,confirmed,341886
10403699,8,2019-08-25,2019-08-25T16:24:15,confirmed,341886
10460953,10,2019-08-28,2019-08-28T15:38:38,confirmed,341886
6381307,2,2019-01-29,2019-01-29T18:19:55,confirmed,341886
6634422,4,2019-02-13,2019-02-13T13:08:04,confirmed,341886
7169768,2,2019-03-14,2019-03-14T13:57:07,confirmed,341886
7780814,2,2019-04-18,2019-04-17T11:25:40,confirmed,341886
9171123,5,2019-06-23,2019-06-23T12:18:08,confirmed,341886
10479449,2,2019-08-29,2019-08-29T12:06:33,confirmed,341886
6107140,9,2019-01-10,2019-01-10T17:35:42,confirmed,341886
6115580,20,2019-01-12,2019-01-11T10:41:58,confirmed,341886
6157256,5,2019-01-14,2019-01-14T16:35:02,confirmed,341886
6078491,2,2019-01-15,2019-01-08T17:26:50,confirmed,341886
6086749,2,2019-01-15,2019-01-09T11:04:06,confirmed,341886
6146775,4,2019-01-15,2019-01-13T17:10:02,confirmed,341886
6170404,14,2019-01-16,2019-01-15T13:58:16,confirmed,341886
6339286,6,2019-01-26,2019-01-26T14:16:21,confirmed,341886
6501675,4,2019-02-06,2019-02-06T11:50:19,confirmed,341886
6641467,2,2019-02-13,2019-02-13T17:59:46,confirmed,341886
6759081,4,2019-02-20,2019-02-20T13:06:43,confirmed,341886
6761013,7,2019-02-20,2019-02-20T15:18:00,confirmed,341886
6728162,15,2019-02-21,2019-02-18T17:45:09,confirmed,341886
6777663,4,2019-02-21,2019-02-21T13:15:40,confirmed,341886
6105211,1,2019-02-22,2019-01-10T15:17:59,confirmed,341886
6838329,4,2019-02-25,2019-02-25T13:04:34,confirmed,341886
6874341,3,2019-02-27,2019-02-27T13:52:51,confirmed,341886
6894053,8,2019-02-28,2019-02-28T15:13:53,confirmed,341886
6898447,3,2019-02-28,2019-02-28T18:26:40,confirmed,341886
6918618,2,2019-03-01,2019-03-01T18:18:43,confirmed,341886
7103082,6,2019-03-12,2019-03-12T17:36:59,confirmed,341886
7190015,8,2019-03-15,2019-03-15T14:32:33,confirmed,341886
7190580,2,2019-03-15,2019-03-15T15:08:34,confirmed,341886
7221319,2,2019-03-17,2019-03-17T11:22:26,confirmed,341886
7316496,5,2019-03-29,2019-03-22T17:57:38,confirmed,341886
7577316,3,2019-04-06,2019-04-06T10:57:52,confirmed,341886
7582378,7,2019-04-06,2019-04-06T15:12:41,confirmed,341886
7583863,5,2019-04-06,2019-04-06T16:10:26,confirmed,341886
7610839,2,2019-04-08,2019-04-08T14:50:31,confirmed,341886
7631327,3,2019-04-09,2019-04-09T16:06:01,confirmed,341886
7874508,2,2019-04-20,2019-04-20T11:40:01,confirmed,341886
7891380,1,2019-04-21,2019-04-21T15:30:56,confirmed,341886
7954804,5,2019-04-25,2019-04-25T15:27:10,confirmed,341886
7956261,6,2019-04-25,2019-04-25T16:34:38,confirmed,341886
8042326,3,2019-04-30,2019-04-30T15:13:13,confirmed,341886
8678634,7,2019-05-30,2019-05-29T15:46:23,confirmed,341886
9173780,6,2019-06-23,2019-06-23T16:41:39,confirmed,341886
9255159,8,2019-07-02,2019-06-27T16:21:30,confirmed,341886
9271398,9,2019-07-03,2019-06-28T11:33:56,confirmed,341886
9397883,5,2019-07-04,2019-07-04T16:18:16,confirmed,341886
9472616,6,2019-07-09,2019-07-08T12:05:38,confirmed,341886
9956445,10,2019-07-31,2019-07-31T15:30:16,confirmed,341886
10476384,5,2019-08-31,2019-08-29T10:19:09,confirmed,341886
6157726,3,2019-01-21,2019-01-14T17:10:04,confirmed,341886
6508227,2,2019-02-06,2019-02-06T17:40:27,confirmed,341886
6949105,11,2019-03-03,2019-03-03T18:49:42,confirmed,341886
7559704,3,2019-04-05,2019-04-05T12:54:19,confirmed,341886
7742771,10,2019-04-16,2019-04-15T14:18:23,confirmed,341886
8034032,4,2019-04-30,2019-04-30T09:25:13,confirmed,341886
8831099,9,2019-06-06,2019-06-06T16:28:13,confirmed,341886
9333334,15,2019-07-04,2019-07-01T19:51:48,confirmed,341886
9461669,2,2019-07-07,2019-07-07T18:09:05,confirmed,341886
9417204,5,2019-07-13,2019-07-05T12:34:05,confirmed,341886
9699519,2,2019-07-18,2019-07-18T15:23:45,confirmed,341886
6079716,2,2019-01-08,2019-01-08T18:26:13,confirmed,341886
6340164,4,2019-01-26,2019-01-26T15:20:47,confirmed,341886
6618681,5,2019-02-12,2019-02-12T18:08:35,confirmed,341886
6742946,1,2019-02-19,2019-02-19T15:24:26,confirmed,341886
6740927,4,2019-02-20,2019-02-19T13:08:06,confirmed,341886
6876904,5,2019-02-27,2019-02-27T16:44:28,confirmed,341886
6963229,8,2019-03-04,2019-03-04T15:56:52,confirmed,341886
6994287,2,2019-03-06,2019-03-06T11:06:04,confirmed,341886
7153361,20,2019-03-20,2019-03-13T16:36:16,confirmed,341886
7296439,17,2019-03-21,2019-03-21T18:28:02,confirmed,341886
7803518,8,2019-04-18,2019-04-18T12:31:03,confirmed,341886
7892048,4,2019-04-21,2019-04-21T16:19:51,confirmed,341886
7892999,2,2019-04-21,2019-04-21T17:14:01,confirmed,341886
7932256,4,2019-04-24,2019-04-24T12:51:12,confirmed,341886
7980173,15,2019-04-28,2019-04-26T17:49:04,confirmed,341886
8854004,9,2019-06-07,2019-06-07T16:23:36,confirmed,341886
8873647,11,2019-06-10,2019-06-08T15:17:34,confirmed,341886
9526834,2,2019-07-10,2019-07-10T16:38:14,confirmed,341886
9982460,3,2019-08-01,2019-08-01T17:44:02,confirmed,341886
10431254,6,2019-08-29,2019-08-27T10:01:43,confirmed,341886
6030452,4,2019-01-04,2019-01-04T14:27:28,confirmed,341886
6744144,7,2019-02-19,2019-02-19T16:38:41,confirmed,341886
7098896,20,2019-03-13,2019-03-12T13:21:45,confirmed,341886
7224153,1,2019-03-17,2019-03-17T16:29:05,confirmed,341886
7731624,8,2019-04-14,2019-04-14T18:02:22,confirmed,341886
7879803,11,2019-04-22,2019-04-20T16:33:40,confirmed,341886
9553415,4,2019-07-11,2019-07-11T17:33:10,confirmed,341886
9737396,4,2019-07-20,2019-07-20T10:54:48,confirmed,341886
10121107,4,2019-08-09,2019-08-09T12:23:46,confirmed,341886
10403844,2,2019-08-25,2019-08-25T16:30:39,confirmed,341886
10404874,6,2019-08-25,2019-08-25T17:16:24,confirmed,341886
10463394,4,2019-08-28,2019-08-28T16:59:57,confirmed,341886
6980804,5,2019-03-05,2019-03-05T15:12:49,confirmed,341886
6977917,2,2019-03-06,2019-03-05T12:28:07,confirmed,341886
7155973,2,2019-03-13,2019-03-13T18:21:05,confirmed,341886
7202001,20,2019-03-21,2019-03-16T09:42:18,confirmed,341886
7633735,6,2019-04-09,2019-04-09T17:27:26,confirmed,341886
7728652,8,2019-04-14,2019-04-14T14:51:13,confirmed,341886
7787582,4,2019-04-17,2019-04-17T17:00:59,confirmed,341886
7894003,2,2019-04-21,2019-04-21T18:05:39,confirmed,341886
8558390,14,2019-06-01,2019-05-23T13:01:07,confirmed,341886
8267824,13,2019-06-08,2019-05-08T09:05:57,confirmed,341886
9096419,2,2019-06-19,2019-06-19T17:20:33,confirmed,341886
9378492,2,2019-07-04,2019-07-03T17:52:27,confirmed,341886
8929386,2,2019-06-12,2019-06-11T17:27:11,confirmed,341886
9549128,3,2019-07-11,2019-07-11T15:22:09,confirmed,341886
9966757,2,2019-08-01,2019-08-01T08:02:56,confirmed,341886
6294606,2,2019-01-24,2019-01-23T18:58:07,confirmed,341886
7296658,2,2019-03-21,2019-03-21T18:34:40,confirmed,341886
8035771,3,2019-04-30,2019-04-30T10:10:19,confirmed,341886
8043885,5,2019-04-30,2019-04-30T16:22:05,confirmed,341886
10422973,2,2019-08-26,2019-08-26T18:18:07,confirmed,341886
9372908,6,2019-07-11,2019-07-03T14:36:59,confirmed,341886
9532051,4,2019-07-11,2019-07-10T19:10:20,confirmed,341886
7246664,6,2019-03-21,2019-03-19T09:48:25,canceled,341886
8520323,2,2019-05-24,2019-05-21T17:23:19,canceled,341886
6199171,2,2019-01-17,2019-01-17T11:01:34,canceled,341886
8364509,4,2019-05-15,2019-05-13T15:28:54,canceled,341886
8560282,4,2019-05-26,2019-05-23T14:53:19,canceled,341886
9171623,4,2019-06-24,2019-06-23T13:24:49,canceled,341886
10344168,7,2019-08-26,2019-08-22T12:32:43,canceled,341886
5918758,6,2019-01-01,2018-12-24T12:50:50,canceled,341886
6100326,2,2019-01-10,2019-01-10T10:37:28,canceled,341886
9743239,2,2019-07-21,2019-07-20T15:50:10,canceled,341886
6350898,7,2019-01-27,2019-01-27T12:41:42,canceled,341886
8449666,5,2019-05-18,2019-05-17T17:09:02,canceled,341886
6631310,2,2019-02-14,2019-02-13T11:24:38,canceled,341886
6605367,6,2019-02-15,2019-02-12T10:17:14,canceled,341886
9499136,2,2019-07-09,2019-07-09T14:53:49,canceled,341886
9298516,10,2019-07-13,2019-06-29T17:18:27,canceled,341886
10214472,2,2019-08-15,2019-08-14T19:14:59,canceled,341886
6641137,2,2019-02-14,2019-02-13T17:51:38,canceled,341886
7050465,8,2019-03-09,2019-03-09T09:47:17,canceled,341886
6029286,7,2019-01-05,2019-01-04T13:05:35,canceled,341886
7183353,4,2019-03-15,2019-03-15T10:22:56,canceled,341886
7393149,3,2019-03-27,2019-03-27T12:04:55,canceled,341886
8695977,6,2019-05-31,2019-05-30T12:15:07,canceled,341886
9166375,4,2019-06-27,2019-06-23T07:05:21,canceled,341886
9531307,8,2019-07-11,2019-07-10T18:39:13,canceled,341886
10279444,4,2019-08-26,2019-08-19T08:08:59,canceled,341886
7278490,2,2019-03-22,2019-03-20T19:12:11,canceled,341886
8754242,2,2019-06-02,2019-06-02T16:29:34,canceled,341886
6031529,2,2019-01-04,2019-01-04T15:46:46,canceled,341886
6532145,4,2019-02-09,2019-02-07T20:42:06,canceled,341886
6618205,2,2019-02-12,2019-02-12T17:56:40,canceled,341886
6444591,2,2019-02-14,2019-02-02T14:04:04,canceled,341886
6618314,9,2019-02-16,2019-02-12T17:59:36,canceled,341886
6741162,2,2019-02-19,2019-02-19T13:22:25,canceled,341886
7455280,2,2019-03-30,2019-03-30T14:15:50,canceled,341886
7512628,6,2019-04-05,2019-04-03T09:20:02,canceled,341886
7999281,2,2019-04-27,2019-04-27T17:33:08,canceled,341886
8231447,2,2019-05-10,2019-05-06T09:57:18,canceled,341886
8253665,5,2019-05-11,2019-05-07T12:16:54,canceled,341886
8404961,4,2019-05-15,2019-05-15T16:23:08,canceled,341886
8444485,3,2019-05-17,2019-05-17T13:35:33,canceled,341886
8543148,4,2019-05-24,2019-05-22T17:51:32,canceled,341886
8852852,3,2019-06-07,2019-06-07T15:42:44,canceled,341886
8515494,12,2019-06-08,2019-05-21T13:51:50,canceled,341886
8975856,4,2019-06-14,2019-06-13T18:01:06,canceled,341886
9011256,2,2019-06-15,2019-06-15T11:09:26,canceled,341886
9133986,7,2019-06-21,2019-06-21T11:55:06,canceled,341886
9740825,2,2019-07-20,2019-07-20T13:45:06,canceled,341886
9893000,2,2019-07-28,2019-07-28T09:30:03,canceled,341886
10390720,2,2019-08-24,2019-08-24T17:03:51,canceled,341886
10528056,2,2019-08-31,2019-08-31T16:29:23,canceled,341886
5958506,3,2019-01-02,2018-12-28T17:22:01,canceled,341886
8619796,6,2019-05-29,2019-05-26T12:58:18,canceled,341886
6206139,3,2019-01-17,2019-01-17T17:37:15,canceled,341886
8295972,2,2019-05-09,2019-05-09T16:48:23,canceled,341886
9028671,4,2019-06-16,2019-06-16T09:44:16,canceled,341886
6582594,2,2019-02-14,2019-02-11T07:06:09,canceled,341886
8440602,8,2019-05-18,2019-05-17T10:37:51,canceled,341886
7274825,4,2019-03-21,2019-03-20T16:48:12,canceled,341886
8367350,14,2019-05-13,2019-05-13T17:45:16,canceled,341886
6551893,4,2019-02-10,2019-02-08T19:24:39,arrived,341886
6652464,8,2019-02-14,2019-02-14T10:19:04,arrived,341886
6618228,2,2019-02-16,2019-02-12T17:57:27,arrived,341886
6754331,4,2019-02-20,2019-02-20T10:24:08,arrived,341886
6817341,5,2019-02-24,2019-02-23T17:21:51,arrived,341886
6887230,6,2019-02-28,2019-02-28T10:16:52,arrived,341886
6728581,12,2019-03-02,2019-02-18T18:02:35,arrived,341886
6882411,2,2019-03-02,2019-02-27T20:43:57,arrived,341886
7230900,8,2019-03-18,2019-03-18T10:16:15,arrived,341886
7246615,7,2019-03-21,2019-03-19T09:46:54,arrived,341886
7394289,14,2019-03-28,2019-03-27T13:02:31,arrived,341886
7604362,6,2019-04-08,2019-04-08T09:14:33,arrived,341886
7892843,5,2019-04-22,2019-04-21T17:07:29,arrived,341886
6309673,18,2019-01-25,2019-01-24T17:42:54,arrived,341886
6484055,10,2019-02-10,2019-02-05T12:39:37,arrived,341886
7230244,5,2019-03-18,2019-03-18T09:51:29,arrived,341886
7604982,8,2019-04-08,2019-04-08T09:37:12,arrived,341886
8866122,3,2019-06-10,2019-06-08T10:02:55,arrived,341886
9163642,7,2019-06-23,2019-06-22T18:26:06,arrived,341886
6306772,2,2019-01-25,2019-01-24T14:37:57,arrived,341886
6483993,5,2019-02-06,2019-02-05T12:35:34,arrived,341886
6572961,4,2019-02-10,2019-02-10T09:02:17,arrived,341886
6606320,8,2019-02-12,2019-02-12T10:30:50,arrived,341886
6742678,12,2019-02-24,2019-02-19T15:04:10,arrived,341886
6935747,2,2019-03-03,2019-03-02T17:32:01,arrived,341886
7192037,4,2019-03-16,2019-03-15T16:30:30,arrived,341886
7202292,3,2019-03-16,2019-03-16T09:57:09,arrived,341886
7204644,5,2019-03-17,2019-03-16T11:19:51,arrived,341886
7314976,3,2019-03-23,2019-03-22T17:10:37,arrived,341886
7431219,2,2019-03-29,2019-03-29T10:54:45,arrived,341886
8864846,4,2019-06-09,2019-06-08T09:21:37,arrived,341886
8885247,5,2019-06-09,2019-06-09T09:05:18,arrived,341886
9078191,8,2019-06-23,2019-06-18T20:05:07,arrived,341886
6931536,5,2019-03-03,2019-03-02T13:58:40,arrived,341886
6247714,3,2019-03-30,2019-01-20T13:33:03,arrived,341886
7434709,3,2019-03-30,2019-03-29T12:41:28,arrived,341886
7737996,2,2019-04-15,2019-04-15T10:00:04,arrived,341886
6883139,2,2019-02-28,2019-02-27T22:35:01,arrived,341886
6905112,3,2019-03-01,2019-03-01T09:40:48,arrived,341886
6932847,4,2019-03-03,2019-03-02T15:23:02,arrived,341886
7324672,5,2019-03-23,2019-03-23T10:09:38,arrived,341886
7895606,2,2019-04-22,2019-04-21T22:15:59,arrived,341886
8887787,3,2019-06-09,2019-06-09T10:58:37,arrived,341886
8887930,7,2019-06-09,2019-06-09T11:05:30,arrived,341886
7055470,6,2019-03-09,2019-03-09T12:50:27,arrived,341886
7169672,15,2019-03-18,2019-03-14T13:51:15,arrived,341886
9072349,4,2019-06-18,2019-06-18T16:11:25,arrived,341886
6169996,2,2019-01-15,2019-01-15T13:27:36,arrived,341886
6340722,4,2019-01-26,2019-01-26T15:55:41,arrived,341886
6423795,10,2019-02-01,2019-02-01T11:10:44,arrived,341886
6446985,5,2019-02-02,2019-02-02T16:36:11,arrived,341886
5868756,35,2019-02-06,2018-12-19T16:39:16,arrived,341886
6470061,3,2019-02-06,2019-02-04T15:37:07,arrived,341886
6507582,6,2019-02-06,2019-02-06T17:15:42,arrived,341886
6507836,3,2019-02-06,2019-02-06T17:25:09,arrived,341886
6556434,3,2019-02-09,2019-02-09T10:02:33,arrived,341886
6563907,2,2019-02-09,2019-02-09T15:32:01,arrived,341886
6565549,2,2019-02-09,2019-02-09T16:54:31,arrived,341886
6588274,2,2019-02-14,2019-02-11T11:35:20,arrived,341886
6594008,4,2019-02-14,2019-02-11T16:38:43,arrived,341886
6615451,4,2019-02-14,2019-02-12T16:17:22,arrived,341886
6636390,2,2019-02-14,2019-02-13T14:43:54,arrived,341886
6829286,7,2019-02-24,2019-02-24T17:44:35,arrived,341886
6959400,2,2019-03-05,2019-03-04T11:37:18,arrived,341886
7151087,15,2019-03-16,2019-03-13T14:11:19,arrived,341886
7331582,2,2019-03-23,2019-03-23T15:34:01,arrived,341886
7348669,12,2019-03-26,2019-03-24T20:17:02,arrived,341886
7359668,5,2019-03-26,2019-03-25T16:27:25,arrived,341886
7360668,3,2019-03-26,2019-03-25T17:29:01,arrived,341886
7375158,4,2019-03-26,2019-03-26T13:29:17,arrived,341886
7583665,4,2019-04-06,2019-04-06T16:03:45,arrived,341886
7585662,2,2019-04-06,2019-04-06T17:02:11,arrived,341886
7631783,6,2019-04-12,2019-04-09T16:25:34,arrived,341886
7673118,4,2019-04-12,2019-04-11T16:05:07,arrived,341886
7677731,3,2019-04-12,2019-04-11T18:30:49,arrived,341886
7994909,2,2019-04-27,2019-04-27T15:20:58,arrived,341886
9275728,2,2019-07-02,2019-06-28T15:23:09,arrived,341886
9593942,5,2019-07-14,2019-07-13T13:55:54,arrived,341886
6014047,5,2019-01-03,2019-01-03T13:19:33,arrived,341886
6224010,4,2019-01-18,2019-01-18T17:43:16,arrived,341886
6435664,4,2019-02-02,2019-02-01T19:53:00,arrived,341886
6826916,2,2019-02-24,2019-02-24T12:42:29,arrived,341886
6913646,4,2019-03-01,2019-03-01T15:01:06,arrived,341886
6962666,2,2019-03-05,2019-03-04T15:12:25,arrived,341886
7174201,12,2019-03-15,2019-03-14T17:58:12,arrived,341886
7459794,2,2019-03-30,2019-03-30T17:47:47,arrived,341886
7501933,6,2019-04-02,2019-04-02T15:48:10,arrived,341886
7728445,12,2019-04-14,2019-04-14T14:27:03,arrived,341886
7993736,4,2019-04-27,2019-04-27T14:15:16,arrived,341886
10369280,2,2019-08-23,2019-08-23T16:00:07,arrived,341886
6032194,6,2019-01-04,2019-01-04T16:29:41,arrived,341886
6067604,14,2019-01-11,2019-01-07T20:49:39,arrived,341886
6075354,11,2019-01-11,2019-01-08T13:32:57,arrived,341886
6121034,2,2019-01-11,2019-01-11T15:39:54,arrived,341886
6085880,5,2019-01-12,2019-01-09T10:33:07,arrived,341886
6116594,2,2019-01-12,2019-01-11T11:12:56,arrived,341886
6124481,3,2019-01-12,2019-01-11T18:19:19,arrived,341886
6135838,5,2019-01-12,2019-01-12T16:00:10,arrived,341886
6136417,4,2019-01-12,2019-01-12T16:35:25,arrived,341886
6223725,6,2019-01-18,2019-01-18T17:33:08,arrived,341886
6236322,2,2019-01-19,2019-01-19T14:32:37,arrived,341886
6249171,3,2019-01-22,2019-01-20T17:11:07,arrived,341886
6341822,2,2019-01-26,2019-01-26T16:52:57,arrived,341886
6345108,10,2019-02-02,2019-01-26T18:47:52,arrived,341886
6381382,5,2019-02-02,2019-01-29T18:23:14,arrived,341886
6415936,3,2019-02-02,2019-01-31T19:30:57,arrived,341886
6424664,4,2019-02-02,2019-02-01T11:30:11,arrived,341886
6432647,2,2019-02-02,2019-02-01T18:01:10,arrived,341886
6447538,5,2019-02-02,2019-02-02T17:01:51,arrived,341886
6479783,12,2019-02-05,2019-02-05T10:18:58,arrived,341886
6505326,2,2019-02-06,2019-02-06T15:16:31,arrived,341886
6505943,4,2019-02-08,2019-02-06T15:54:04,arrived,341886
6539989,2,2019-02-08,2019-02-08T11:24:14,arrived,341886
6529533,12,2019-02-09,2019-02-07T18:39:05,arrived,341886
6547304,2,2019-02-09,2019-02-08T17:12:56,arrived,341886
6482744,9,2019-02-10,2019-02-05T11:38:58,arrived,341886
6578703,2,2019-02-10,2019-02-10T17:17:34,arrived,341886
6616532,3,2019-02-12,2019-02-12T17:02:13,arrived,341886
6571296,7,2019-02-14,2019-02-09T21:00:15,arrived,341886
6579757,2,2019-02-14,2019-02-10T18:22:04,arrived,341886
6597028,2,2019-02-14,2019-02-11T18:33:08,arrived,341886
6597464,2,2019-02-14,2019-02-11T18:48:29,arrived,341886
6618281,2,2019-02-14,2019-02-12T17:58:51,arrived,341886
6620190,2,2019-02-14,2019-02-12T18:49:00,arrived,341886
6631743,2,2019-02-14,2019-02-13T11:34:48,arrived,341886
6638808,2,2019-02-14,2019-02-13T16:38:09,arrived,341886
6654478,2,2019-02-16,2019-02-14T11:03:46,arrived,341886
6701264,2,2019-02-16,2019-02-16T16:31:35,arrived,341886
6816860,3,2019-02-23,2019-02-23T17:06:47,arrived,341886
6862070,7,2019-03-01,2019-02-26T19:06:43,arrived,341886
7020799,12,2019-03-09,2019-03-07T17:07:12,arrived,341886
7036066,8,2019-03-09,2019-03-08T12:25:18,arrived,341886
7051473,4,2019-03-09,2019-03-09T10:31:57,arrived,341886
7059204,8,2019-03-09,2019-03-09T16:28:23,arrived,341886
7147835,8,2019-03-13,2019-03-13T11:27:58,arrived,341886
7144338,7,2019-03-16,2019-03-13T09:53:16,arrived,341886
7155228,7,2019-03-16,2019-03-13T17:57:58,arrived,341886
7157016,3,2019-03-16,2019-03-13T18:54:43,arrived,341886
7172114,5,2019-03-16,2019-03-14T16:25:36,arrived,341886
7233211,2,2019-03-18,2019-03-18T11:42:44,arrived,341886
7238649,5,2019-03-18,2019-03-18T17:54:38,arrived,341886
7254227,6,2019-03-22,2019-03-19T14:57:18,arrived,341886
7314530,2,2019-03-22,2019-03-22T16:55:10,arrived,341886
7316202,2,2019-03-22,2019-03-22T17:48:47,arrived,341886
7288322,3,2019-03-23,2019-03-21T11:38:08,arrived,341886
7319440,4,2019-03-23,2019-03-22T19:13:11,arrived,341886
7326950,4,2019-03-23,2019-03-23T11:30:57,arrived,341886
7331722,2,2019-03-23,2019-03-23T15:42:27,arrived,341886
7334002,4,2019-03-23,2019-03-23T17:20:36,arrived,341886
7540686,5,2019-04-04,2019-04-04T15:16:55,arrived,341886
7543255,2,2019-04-04,2019-04-04T16:59:20,arrived,341886
7540490,2,2019-04-05,2019-04-04T15:03:48,arrived,341886
7541419,4,2019-04-05,2019-04-04T15:51:56,arrived,341886
7552589,10,2019-04-05,2019-04-05T09:00:39,arrived,341886
7562594,2,2019-04-05,2019-04-05T15:40:29,arrived,341886
7694443,3,2019-04-12,2019-04-12T15:51:24,arrived,341886
7695306,4,2019-04-12,2019-04-12T16:22:21,arrived,341886
7934107,9,2019-04-27,2019-04-24T14:59:13,arrived,341886
7992049,4,2019-04-27,2019-04-27T12:27:44,arrived,341886
8692092,2,2019-05-30,2019-05-30T10:02:51,arrived,341886
8697407,2,2019-05-31,2019-05-30T13:40:59,arrived,341886
